ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching _Period_Admitted,Faculty
2240,Not Retained,Single,0,Full Time,23,0,No,Yes,M,0,13,Low,SEM-1,Faculty of Health
2241,Not Retained,Single,84,Full Time,19,0,No,Yes,M,4.86,12,High,SEM-1,CI Faculty
2242,Retained,Single,204,Full Time,26,12,Yes,No,F,4,10,Medium,SEM-2,QUT Business School
2243,Not Retained,Single,96,Full Time,19,0,No,No,M,6.88,1,Medium,SEM-1,Faculty of Health
2244,Retained,Single,144,Full Time,20,0,No,No,F,4.92,10,High,SEM-1,QUT Business School
2245,Retained,Single,180,Full Time,21,12,Yes,No,M,3.63,2,Medium,SEM-1,QUT Business School
2246,Retained,Single,96,Full Time,20,0,No,Yes,M,6,8,Medium,SEM-1,Sci and Eng Faculty
2247,Not Retained,Single,0,Full Time,20,48,No,No,M,1.75,14,Medium,SEM-1,Sci and Eng Faculty
2248,Retained,Single,96,Full Time,22,24,Yes,No,M,4.1,5,Medium,SEM-2,CI Faculty
2249,Not Retained,Single,0,Full Time,86,0,No,No,F,0,4,High,SEM-1,CI Faculty
2250,Retained,Single,96,Full Time,20,0,No,No,F,6,7,Medium,SEM-1,QUT Business School
2251,Retained,Single,96,Full Time,34,0,Yes,No,F,0,25,High,SEM-1,Faculty of Health
2252,Retained,Single,96,Full Time,19,0,No,No,F,5,2,Medium,SEM-1,Faculty of Law
2253,Not Retained,Single,36,Part Time,19,12,No,No,F,4.5,9,High,SEM-1,Faculty of Health
2254,Retained,Single,216,Full Time,21,12,No,Yes,M,4.9,8,High,SEM-1,QUT Business School
2255,Retained,Single,36,Full Time,19,12,No,Yes,F,4,8,Low,SEM-2,Faculty of Law
2256,Retained,Single,96,Full Time,23,0,No,Yes,F,5.25,18,High,SEM-1,CI Faculty
2257,Retained,Single,144,Full Time,23,12,No,Yes,M,4.7,25,Medium,SEM-1,Faculty of Education
2258,Not Retained,Single,0,Full Time,21,48,No,No,F,1,15,Medium,SEM-2,Faculty of Law
2259,Retained,Single,96,Full Time,20,0,No,No,M,4.13,3,High,SEM-1,Faculty of Law
2260,Retained,Single,96,Full Time,19,0,No,No,F,5.25,8,High,SEM-1,Faculty of Education
2261,Not Retained,Single,24,Full Time,19,24,No,No,M,2.75,17,High,SEM-1,CI Faculty
2262,Retained,Single,0,Full Time,21,0,No,No,M,0,24,Low,SEM-1,Sci and Eng Faculty
2263,Retained,Double,240,Full Time,21,0,No,No,F,5.21,9,High,SEM-1,Faculty of Health
2264,Retained,Single,192,Full Time,21,0,No,Yes,M,5,10,Medium,SEM-1,Faculty of Law
2265,Retained,Single,24,Full Time,19,24,No,No,M,3,10,Low,SEM-2,Sci and Eng Faculty
2266,Retained,Single,108,Full Time,49,0,No,No,M,6,21,Medium,SEM-2,Faculty of Law
2267,Retained,Single,192,Full Time,20,0,Yes,No,M,5,15,Medium,SEM-1,QUT Business School
2268,Retained,Double,96,Full Time,19,0,No,Yes,M,6.13,10,Low,SEM-1,Sci and Eng Faculty
2269,Not Retained,Single,180,Full Time,24,12,No,Yes,M,4.5,10,Low,SEM-1,QUT Business School
2270,Retained,Double,96,Full Time,19,0,No,No,M,5.5,7,Medium,SEM-1,Sci and Eng Faculty
2271,Retained,Single,72,Part Time,36,0,No,Yes,M,6.33,13,Medium,SEM-1,Sci and Eng Faculty
2272,Retained,Single,48,Full Time,23,0,Yes,No,M,5,9,Medium,SEM-2,Sci and Eng Faculty
2273,Retained,Single,24,Part Time,49,0,No,Yes,M,4.5,5,High,SEM-1,Faculty of Law
2274,Retained,Double,144,Full Time,21,0,Yes,No,M,5.75,6,Medium,SEM-1,Sci and Eng Faculty
2275,Retained,Single,24,Full Time,30,0,No,No,F,4.5,11,High,SEM-1,Faculty of Health
2276,Retained,Single,24,Full Time,35,0,No,Yes,M,5.5,13,Medium,SEM-2,Faculty of Health
2277,Retained,Single,96,Full Time,22,0,No,Yes,M,6.75,1,High,SEM-1,Faculty of Education
2278,Retained,Single,192,Full Time,29,0,Yes,No,M,4.44,21,Low,SEM-1,Faculty of Health
2279,Retained,Single,72,Full Time,41,0,No,Yes,M,0,4,Low,SEM-2,QUT Business School
2280,Retained,Single,180,Full Time,21,0,No,No,M,5.39,6,Low,SEM-1,Faculty of Education
2281,Retained,Single,84,Full Time,19,12,No,No,M,4,17,Low,SEM-1,CI Faculty
2282,Retained,Single,84,Full Time,19,12,No,No,M,4.63,11,Low,SEM-1,Sci and Eng Faculty
2283,Retained,Single,120,Full Time,23,36,No,Yes,M,3.85,10,Medium,SEM-1,Sci and Eng Faculty
2284,Retained,Single,0,Part Time,47,0,No,Yes,M,0,16,High,SEM-1,Faculty of Law
2285,Retained,Single,96,Full Time,19,0,No,No,M,5.5,8,Medium,SEM-1,Faculty of Health
2286,Retained,Single,192,Full Time,21,0,Yes,No,M,4.94,12,Low,SEM-1,CI Faculty
2287,Retained,Double,108,Full Time,21,0,No,Yes,M,5,16,Medium,SEM-1,Faculty of Health
2288,Retained,Single,96,Full Time,20,0,No,No,M,6,21,High,SEM-1,Faculty of Health
2289,Retained,Single,24,Full Time,19,24,No,No,M,2.75,18,Medium,SEM-2,CI Faculty
2290,Retained,Single,132,Full Time,27,0,No,No,M,6.2,23,Medium,SEM-1,Sci and Eng Faculty
2291,Not Retained,Single,36,Full Time,21,12,Yes,Yes,M,5,22,Low,SEM-1,Sci and Eng Faculty
2292,Retained,Single,96,Full Time,19,0,No,No,M,6.63,3,Low,SEM-1,Faculty of Health
2293,Retained,Single,144,Full Time,24,0,Yes,No,M,5.58,2,Medium,SEM-1,CI Faculty
2294,Retained,Single,96,Full Time,26,12,No,No,M,4.75,20,Medium,SEM-1,Faculty of Education
2295,Retained,Single,192,Full Time,21,0,Yes,No,M,5.13,12,High,SEM-1,QUT Business School
2296,Retained,Single,0,Full Time,37,0,No,Yes,M,0,18,Medium,SEM-1,Faculty of Law
2297,Not Retained,Single,12,Full Time,27,0,No,Yes,M,5,19,High,SEM-2,Faculty of Law
2298,Retained,Single,60,Full Time,19,36,No,No,M,3.5,11,Low,SEM-1,Sci and Eng Faculty
2299,Retained,Single,144,Part Time,25,0,No,Yes,M,4.75,3,High,SEM-1,Faculty of Law
2300,Retained,Single,264,Full Time,33,0,No,Yes,M,5.5,16,High,SEM-1,Sci and Eng Faculty
2301,Not Retained,Single,60,Full Time,26,0,No,No,M,6,18,High,SEM-1,Sci and Eng Faculty
2302,Retained,Single,48,Part Time,30,36,No,No,M,3.29,6,High,SEM-1,Sci and Eng Faculty
2303,Retained,Single,48,Full Time,30,0,No,Yes,M,6.5,19,High,SEM-1,Faculty of Health
2304,Not Retained,Single,48,Full Time,20,36,No,Yes,M,3.14,2,Medium,SEM-1,Faculty of Education
2305,Retained,Single,0,Full Time,19,0,No,No,M,0,7,Medium,SEM-1,Sci and Eng Faculty
2306,Retained,Single,96,Full Time,41,0,No,No,M,5.38,22,High,SEM-1,CI Faculty
2307,Not Retained,Single,0,Full Time,25,12,No,No,M,1,10,High,SEM-1,Faculty of Health
2308,Retained,Single,72,Part Time,21,24,Yes,No,M,3.75,11,Medium,SEM-1,QUT Business School
2309,Retained,Single,48,Full Time,28,0,No,No,M,6.25,25,High,SEM-2,Sci and Eng Faculty
2310,Retained,Single,132,Part Time,20,0,No,No,M,5.09,10,High,SEM-1,Sci and Eng Faculty
2311,Retained,Single,192,Full Time,27,0,No,No,M,5.79,24,Low,SEM-1,Sci and Eng Faculty
2312,Retained,Single,60,Full Time,27,24,No,Yes,M,4,12,High,SEM-1,Sci and Eng Faculty
2313,Not Retained,Single,72,Full Time,21,24,No,No,M,3.88,8,High,SEM-1,Faculty of Law
2314,Retained,Single,48,Part Time,27,0,No,No,M,6.75,4,Medium,SEM-1,Sci and Eng Faculty
2315,Retained,Single,96,Full Time,25,0,No,No,M,5.75,6,Medium,SEM-1,Sci and Eng Faculty
2316,Retained,Single,180,Full Time,34,0,No,Yes,M,5.67,22,Medium,SEM-1,Sci and Eng Faculty
2317,Retained,Single,96,Full Time,19,0,No,No,M,6.25,5,Medium,SEM-1,Sci and Eng Faculty
2318,Not Retained,Single,120,Full Time,22,0,No,No,M,4.9,19,High,SEM-1,Faculty of Health
2319,Retained,Single,96,Part Time,34,0,No,No,M,0,9,High,SEM-1,Faculty of Law
2320,Retained,Single,96,Full Time,19,0,No,Yes,M,6,2,Medium,SEM-1,Faculty of Health
2321,Retained,Single,96,Full Time,22,0,No,No,M,5,25,Medium,SEM-1,Sci and Eng Faculty
2322,Retained,Single,144,Full Time,23,0,No,No,M,6.33,16,Medium,SEM-2,Faculty of Health
2323,Retained,Single,156,Full Time,51,0,No,No,M,4.62,25,Medium,SEM-2,Faculty of Law
2324,Not Retained,Single,0,Full Time,20,0,No,No,M,0,9,Medium,SEM-1,Sci and Eng Faculty
2325,Retained,Single,96,Full Time,19,0,No,Yes,M,5.88,3,Medium,SEM-1,Faculty of Health
2326,Not Retained,Single,0,Full Time,19,0,No,No,M,0,9,High,SEM-1,Faculty of Health
2327,Retained,Single,0,Full Time,42,0,No,No,M,0,8,Low,SEM-1,Sci and Eng Faculty
2328,Not Retained,Single,0,Full Time,19,48,No,No,M,1,13,Medium,SEM-1,Faculty of Education
2329,Retained,Single,216,Full Time,25,0,No,Yes,M,5.94,14,Medium,SEM-1,QUT Business School
2330,Retained,Single,96,Full Time,19,0,No,No,M,4.75,11,Medium,SEM-1,Faculty of Education
2331,Retained,Single,96,Full Time,32,0,No,Yes,M,6.5,22,Medium,SEM-1,QUT Business School
2332,Retained,Single,96,Full Time,19,0,No,No,M,5.75,8,Medium,SEM-1,Sci and Eng Faculty
2333,Retained,Single,0,Full Time,48,0,No,No,M,0,23,Medium,SEM-1,Sci and Eng Faculty
2334,Retained,Single,108,Full Time,21,12,Yes,Yes,M,3.75,15,Medium,SEM-2,QUT Business School
2335,Not Retained,Single,60,Full Time,22,24,No,Yes,M,3.71,21,Medium,SEM-1,Sci and Eng Faculty
2336,Retained,Double,96,Full Time,19,0,No,Yes,M,6.25,2,Low,SEM-2,Sci and Eng Faculty
2337,Retained,Single,96,Full Time,19,0,No,No,M,5.25,9,High,SEM-1,Sci and Eng Faculty
2338,Not Retained,Single,144,Full Time,23,0,No,No,M,5,15,Medium,SEM-1,Faculty of Health
2339,Not Retained,Single,192,Full Time,65,0,No,Yes,M,5.5,17,Low,SEM-1,QUT Business School
2340,Retained,Single,96,Full Time,19,0,No,Yes,M,6.75,1,Medium,SEM-1,Faculty of Health
2341,Retained,Double,132,Full Time,24,0,Yes,No,M,6.63,10,High,SEM-1,Sci and Eng Faculty
2342,Not Retained,Single,96,Full Time,22,12,Yes,No,M,4,19,Medium,SEM-1,QUT Business School
2343,Retained,Single,60,Full Time,20,36,No,Yes,M,3.88,11,Medium,SEM-1,CI Faculty
2344,Retained,Single,216,Full Time,26,12,Yes,No,M,3.88,11,Medium,SEM-1,Sci and Eng Faculty
2345,Retained,Single,72,Part Time,37,0,No,No,F,5.83,18,Medium,SEM-1,CI Faculty
2346,Not Retained,Single,108,Part Time,32,12,No,No,F,3.5,1,Medium,SEM-1,Faculty of Law
2347,Not Retained,Single,144,Full Time,21,0,Yes,No,F,5,5,Medium,SEM-1,Faculty of Law
2348,Retained,Single,228,Full Time,24,0,Yes,No,F,4.58,22,High,SEM-1,QUT Business School
2349,Not Retained,Single,36,Full Time,20,48,No,Yes,F,3,13,Low,SEM-1,QUT Business School
2350,Not Retained,Single,24,Full Time,34,0,No,Yes,M,5.5,20,High,SEM-1,CI Faculty
2351,Not Retained,Single,0,Full Time,39,36,No,No,M,1,2,High,SEM-2,QUT Business School
2352,Retained,Single,192,Full Time,23,0,No,Yes,M,4.56,12,High,SEM-1,Faculty of Health
2353,Retained,Single,96,Full Time,19,0,No,Yes,M,5.5,10,Medium,SEM-1,Sci and Eng Faculty
2354,Retained,Single,84,Full Time,30,12,No,Yes,M,4.13,24,High,SEM-1,Sci and Eng Faculty
2355,Retained,Single,168,Full Time,30,0,No,Yes,M,5.07,22,Low,SEM-1,Faculty of Health
2356,Retained,Single,96,Full Time,20,0,No,No,M,4.75,7,Medium,SEM-1,Sci and Eng Faculty
2357,Not Retained,Single,0,Part Time,20,36,No,No,F,2,10,Medium,SEM-1,Faculty of Law
2358,Retained,Single,48,Full Time,20,0,No,Yes,F,4.75,12,High,SEM-2,QUT Business School
2359,Retained,Single,132,Full Time,38,0,No,Yes,F,6,7,Medium,SEM-2,Faculty of Law
2360,Retained,Single,144,Full Time,47,0,No,No,F,5.25,21,Medium,SEM-1,Faculty of Health
2361,Retained,Single,144,Full Time,26,0,Yes,No,F,5.33,11,Medium,SEM-2,Faculty of Health
2362,Retained,Double,108,Full Time,20,0,No,Yes,M,6.44,7,Medium,SEM-1,Sci and Eng Faculty
2363,Not Retained,Single,60,Full Time,19,36,No,No,M,3.5,7,High,SEM-1,QUT Business School
2364,Retained,Single,36,Part Time,22,0,No,No,M,4,11,High,SEM-1,Sci and Eng Faculty
2365,Retained,Single,60,Full Time,19,36,No,No,M,3.63,8,High,SEM-1,Sci and Eng Faculty
2366,Not Retained,Single,168,Full Time,23,0,No,No,M,4.2,12,Medium,SEM-1,Faculty of Health
2367,Not Retained,Single,72,Full Time,19,24,No,No,M,3.88,22,Medium,SEM-1,QUT Business School
2368,Not Retained,Single,36,Full Time,20,60,No,No,M,2.71,17,High,SEM-1,CI Faculty
2369,Retained,Single,84,Full Time,20,12,No,No,M,4.25,12,Medium,SEM-1,CI Faculty
2370,Retained,Single,144,Full Time,22,0,No,Yes,M,5,12,Medium,SEM-1,Sci and Eng Faculty
2371,Retained,Single,96,Full Time,20,0,No,Yes,M,5,23,High,SEM-1,CI Faculty
2372,Retained,Single,48,Full Time,20,36,No,No,M,3.17,1,Medium,SEM-1,Sci and Eng Faculty
2373,Retained,Single,96,Full Time,19,0,No,No,M,5.38,6,Medium,SEM-1,CI Faculty
2374,Retained,Single,84,Full Time,19,12,No,Yes,M,4.63,9,High,SEM-1,Faculty of Education
2375,Retained,Single,144,Full Time,22,0,No,No,M,4.91,7,High,SEM-1,QUT Business School
2376,Retained,Single,96,Full Time,20,0,No,Yes,F,4.88,6,Medium,SEM-1,QUT Business School
2377,Retained,Single,0,Full Time,19,36,No,No,F,1.67,1,Low,SEM-2,QUT Business School
2378,Retained,Single,192,Full Time,24,0,Yes,No,F,5.38,20,Low,SEM-1,Sci and Eng Faculty
2379,Retained,Double,192,Full Time,20,0,Yes,No,M,5.44,6,High,SEM-1,Sci and Eng Faculty
2380,Retained,Single,48,Part Time,42,0,No,No,F,5.75,9,Medium,SEM-1,Faculty of Health
2381,Retained,Single,72,Full Time,21,24,No,Yes,M,4.25,14,Medium,SEM-1,Sci and Eng Faculty
2382,Retained,Single,96,Full Time,19,0,Yes,No,F,5.38,12,Medium,SEM-1,Faculty of Health
2383,Retained,Single,36,Full Time,23,60,No,Yes,M,3,3,Medium,SEM-1,Sci and Eng Faculty
2384,Retained,Single,228,Full Time,25,24,Yes,No,M,3.89,20,Low,SEM-1,QUT Business School
2385,Retained,Single,96,Full Time,20,0,No,Yes,F,6,3,Medium,SEM-1,CI Faculty
2386,Retained,Single,216,Full Time,21,0,No,Yes,F,6.11,6,High,SEM-1,Sci and Eng Faculty
2387,Retained,Single,144,Full Time,21,0,No,Yes,F,5.25,14,Medium,SEM-2,Faculty of Health
2388,Retained,Single,108,Part Time,26,0,No,Yes,F,6.43,18,Medium,SEM-1,Faculty of Health
2389,Retained,Single,48,Part Time,20,0,No,Yes,F,4.75,12,Low,SEM-2,Sci and Eng Faculty
2390,Retained,Single,96,Full Time,24,0,No,No,F,5.29,20,Medium,SEM-1,Faculty of Health
2391,Retained,Single,0,Full Time,27,0,No,Yes,F,0,21,Low,SEM-1,Faculty of Health
2392,Retained,Single,180,Full Time,22,12,No,Yes,F,4.57,3,Medium,SEM-1,Sci and Eng Faculty
2393,Retained,Single,192,Full Time,21,0,Yes,No,M,4.88,14,Medium,SEM-1,QUT Business School
2394,Retained,Single,168,Full Time,21,24,No,No,F,4.06,19,Medium,SEM-1,Faculty of Law
2395,Not Retained,Single,96,Full Time,20,0,No,No,F,5.5,9,Medium,SEM-1,CI Faculty
2396,Retained,Single,96,Full Time,19,0,Yes,No,F,4.5,16,Medium,SEM-1,Faculty of Law
2397,Retained,Double,96,Full Time,19,0,No,Yes,F,5.75,5,Low,SEM-1,Sci and Eng Faculty
2398,Retained,Single,96,Full Time,19,0,No,Yes,M,5,6,High,SEM-1,Faculty of Health
2399,Not Retained,Single,96,Full Time,59,0,No,Yes,F,0,5,Medium,SEM-2,Faculty of Health
2400,Retained,Single,96,Full Time,21,0,Yes,No,F,5.13,9,Medium,SEM-1,Faculty of Health
2401,Retained,Single,0,Full Time,32,0,No,No,M,0,20,Medium,SEM-1,Sci and Eng Faculty
2402,Retained,Single,180,Full Time,20,0,No,Yes,M,6.43,21,Medium,SEM-1,Sci and Eng Faculty
2403,Not Retained,Single,96,Full Time,50,48,No,Yes,F,2,12,Low,SEM-1,Faculty of Health
2404,Not Retained,Single,96,Full Time,20,0,Yes,No,M,6.5,1,Medium,SEM-1,Faculty of Education
2405,Retained,Single,120,Full Time,20,24,Yes,No,M,2.5,15,High,SEM-2,QUT Business School
2406,Retained,Single,48,Full Time,20,48,No,Yes,M,3.38,15,Low,SEM-1,Faculty of Education
2407,Retained,Single,72,Full Time,22,24,No,No,M,3.38,11,Medium,SEM-1,Faculty of Education
2408,Retained,Single,96,Full Time,19,0,No,No,M,6.88,8,Medium,SEM-1,Sci and Eng Faculty
2409,Retained,Single,24,Full Time,42,0,No,Yes,M,5,24,Medium,SEM-2,Faculty of Health
2410,Retained,Single,192,Full Time,21,12,Yes,No,M,4.77,23,High,SEM-1,Sci and Eng Faculty
2411,Retained,Single,96,Full Time,19,0,No,No,F,5.88,7,Low,SEM-1,QUT Business School
2412,Retained,Single,96,Full Time,19,0,No,No,F,5.5,5,Medium,SEM-1,Faculty of Health
2413,Retained,Single,96,Full Time,20,0,No,No,M,6,11,Medium,SEM-1,Sci and Eng Faculty
2414,Retained,Single,180,Full Time,21,12,Yes,No,M,4.25,18,Low,SEM-1,Sci and Eng Faculty
2415,Retained,Single,156,Full Time,24,0,Yes,No,M,5.8,2,High,SEM-2,CI Faculty
2416,Not Retained,Single,36,Full Time,26,0,No,No,F,4.67,14,High,SEM-1,Faculty of Health
2417,Not Retained,Single,48,Full Time,19,0,No,No,F,5.67,3,High,SEM-2,Faculty of Health
2418,Retained,Double,96,Full Time,19,0,Yes,No,M,5.5,9,Low,SEM-1,Sci and Eng Faculty
2419,Retained,Single,96,Full Time,21,0,Yes,No,F,4.5,20,High,SEM-1,Faculty of Health
2420,Retained,Single,156,Full Time,33,0,No,No,M,6.5,15,High,SEM-2,Sci and Eng Faculty
2421,Retained,Single,168,Full Time,31,0,No,No,M,5.14,12,Medium,SEM-1,CI Faculty
2422,Retained,Single,48,Full Time,21,0,No,Yes,F,5.25,10,High,SEM-2,CI Faculty
2423,Retained,Single,204,Full Time,22,0,No,No,F,5.25,11,High,SEM-1,Faculty of Health
2424,Retained,Single,96,Full Time,19,0,No,No,F,5.25,9,Medium,SEM-1,CI Faculty
2425,Retained,Single,36,Full Time,20,12,Yes,No,F,4,22,Low,SEM-2,Faculty of Health
2426,Retained,Single,84,Full Time,19,0,No,No,F,4.33,16,High,SEM-1,Faculty of Health
2427,Retained,Single,192,Full Time,29,0,Yes,No,F,6.4,24,Medium,SEM-1,Faculty of Health
2428,Retained,Single,0,Part Time,21,0,No,No,F,0,6,Low,SEM-1,Faculty of Law
2429,Retained,Single,132,Full Time,37,24,Yes,No,F,3.4,6,Medium,SEM-1,Faculty of Law
2430,Retained,Single,96,Full Time,27,0,No,No,F,6.88,12,High,SEM-1,CI Faculty
2431,Retained,Single,36,Part Time,39,0,No,No,F,5.67,5,High,SEM-1,Faculty of Law
2432,Retained,Single,0,Full Time,35,0,No,No,F,0,7,High,SEM-1,Faculty of Health
2433,Retained,Single,144,Full Time,32,0,Yes,No,F,5.67,4,Medium,SEM-2,Faculty of Health
2434,Retained,Single,96,Part Time,41,0,No,Yes,M,0,9,Medium,SEM-1,Faculty of Law
2435,Retained,Single,144,Full Time,23,24,Yes,No,M,4.5,9,Medium,SEM-1,Sci and Eng Faculty
2436,Not Retained,Single,0,Full Time,36,12,No,No,M,1,21,High,SEM-1,Sci and Eng Faculty
2437,Retained,Double,96,Full Time,19,0,No,No,M,6.88,2,Medium,SEM-1,Sci and Eng Faculty
2438,Not Retained,Single,84,Full Time,19,0,No,No,M,5,11,Low,SEM-1,Sci and Eng Faculty
2439,Retained,Single,0,Full Time,25,0,No,No,M,0,7,Medium,SEM-1,Faculty of Health
2440,Retained,Double,216,Full Time,23,24,No,No,M,5,24,Medium,SEM-1,Sci and Eng Faculty
2441,Not Retained,Single,60,Full Time,19,36,No,No,M,3.38,9,Medium,SEM-1,Sci and Eng Faculty
2442,Not Retained,Single,48,Full Time,19,0,No,Yes,M,4,10,Low,SEM-1,CI Faculty
2443,Not Retained,Single,12,Full Time,19,36,No,Yes,M,2.25,18,Medium,SEM-1,Sci and Eng Faculty
2444,Retained,Single,168,Full Time,20,0,No,No,M,4.93,10,Medium,SEM-1,Sci and Eng Faculty
2445,Retained,Single,96,Full Time,19,0,No,No,F,4.75,5,Low,SEM-1,Sci and Eng Faculty
2446,Not Retained,Single,24,Full Time,19,0,No,No,F,7,8,Medium,SEM-1,CI Faculty
2447,Not Retained,Single,84,Full Time,26,0,No,Yes,M,4.71,1,Medium,SEM-1,QUT Business School
2448,Retained,Single,24,Full Time,22,24,Yes,No,F,3.5,8,Medium,SEM-2,Sci and Eng Faculty
2449,Retained,Double,192,Full Time,20,0,No,Yes,F,5.69,6,Medium,SEM-1,Faculty of Law
2450,Retained,Single,0,Full Time,31,0,Yes,No,F,0,8,High,SEM-1,Faculty of Health
2451,Retained,Single,156,Full Time,20,0,Yes,No,M,5.31,23,Low,SEM-2,Sci and Eng Faculty
2452,Retained,Single,144,Full Time,22,0,No,Yes,F,4.58,11,Medium,SEM-2,QUT Business School
2453,Retained,Single,72,Full Time,20,0,No,Yes,F,5.86,15,Medium,SEM-2,Sci and Eng Faculty
2454,Not Retained,Single,60,Full Time,19,36,No,Yes,M,3.5,15,Low,SEM-1,QUT Business School
2455,Retained,Single,132,Part Time,19,0,No,No,M,5.91,3,High,SEM-1,QUT Business School
2456,Retained,Single,276,Full Time,23,0,No,No,M,7,1,Medium,SEM-2,Sci and Eng Faculty
2457,Not Retained,Single,96,Full Time,19,0,No,No,M,5.63,5,High,SEM-1,Faculty of Health
2458,Retained,Single,144,Full Time,24,0,No,No,M,5.38,17,High,SEM-1,CI Faculty
2459,Retained,Single,132,Full Time,22,12,No,No,M,4.17,3,Medium,SEM-1,CI Faculty
2460,Retained,Single,96,Full Time,20,0,No,No,M,4.33,11,High,SEM-1,Faculty of Education
2461,Retained,Double,60,Full Time,31,0,No,Yes,M,5.8,1,High,SEM-1,Faculty of Health
2462,Not Retained,Single,156,Full Time,32,0,No,No,M,6.09,9,High,SEM-1,Faculty of Health
2463,Not Retained,Single,180,Full Time,21,12,No,No,F,4,1,Medium,SEM-1,Faculty of Education
2464,Retained,Single,108,Full Time,22,0,No,Yes,F,6.25,6,Medium,SEM-1,Faculty of Health
2465,Retained,Single,132,Full Time,24,0,No,No,M,5.29,15,High,SEM-1,Faculty of Education
2466,Retained,Single,72,Full Time,23,24,Yes,No,M,4,2,Medium,SEM-1,Sci and Eng Faculty
2467,Retained,Single,48,Full Time,19,0,No,No,M,5.25,3,High,SEM-2,QUT Business School
2468,Retained,Single,144,Full Time,21,0,Yes,No,M,4.25,9,Low,SEM-2,CI Faculty
2469,Retained,Single,144,Full Time,25,0,Yes,No,M,5,5,Medium,SEM-2,QUT Business School
2470,Retained,Single,144,Full Time,24,0,No,No,M,4.67,8,Medium,SEM-2,Faculty of Law
2471,Retained,Single,84,Full Time,19,12,No,No,M,4.63,9,Medium,SEM-1,Sci and Eng Faculty
2472,Retained,Single,204,Full Time,23,12,Yes,No,F,4.17,2,Medium,SEM-2,QUT Business School
2473,Retained,Single,72,Full Time,23,12,No,Yes,M,4.14,1,Medium,SEM-1,Faculty of Health
2474,Retained,Single,192,Part Time,46,0,No,Yes,F,6.17,16,Medium,SEM-1,Faculty of Health
2475,Retained,Single,96,Full Time,41,0,No,Yes,F,6.67,13,High,SEM-2,Faculty of Health
2476,Retained,Single,96,Part Time,38,12,No,No,F,4.71,19,High,SEM-1,Faculty of Health
2477,Retained,Double,144,Full Time,20,0,No,No,M,5.57,14,Medium,SEM-1,Sci and Eng Faculty
2478,Retained,Single,144,Full Time,34,0,Yes,No,F,5,7,High,SEM-2,Faculty of Health
2479,Retained,Single,96,Full Time,20,0,No,No,F,5.5,8,Low,SEM-1,Faculty of Health
2480,Not Retained,Single,96,Full Time,39,0,No,Yes,F,4.83,20,Medium,SEM-1,Faculty of Health
2481,Retained,Single,96,Full Time,19,0,No,Yes,F,5.88,8,Medium,SEM-1,CI Faculty
2482,Not Retained,Double,72,Full Time,19,24,No,No,M,4,7,Low,SEM-1,Sci and Eng Faculty
2483,Not Retained,Single,84,Full Time,19,12,No,No,M,5,7,High,SEM-1,Sci and Eng Faculty
2484,Retained,Single,72,Full Time,28,24,Yes,No,M,3.5,15,Medium,SEM-1,QUT Business School
2485,Retained,Single,72,Full Time,23,0,No,No,M,5.83,7,High,SEM-1,Sci and Eng Faculty
2486,Not Retained,Single,0,Part Time,23,0,No,No,M,0,6,High,SEM-2,Sci and Eng Faculty
2487,Retained,Single,36,Full Time,25,60,No,No,M,3.25,9,Medium,SEM-1,Sci and Eng Faculty
2488,Not Retained,Single,48,Full Time,19,24,No,Yes,M,3.67,9,Medium,SEM-2,CI Faculty
2489,Retained,Single,60,Full Time,19,36,No,No,F,2.5,21,Medium,SEM-2,QUT Business School
2490,Retained,Single,72,Full Time,19,24,No,Yes,F,3.63,10,Low,SEM-1,Sci and Eng Faculty
2491,Not Retained,Single,12,Full Time,20,36,No,No,M,2.25,9,Low,SEM-1,CI Faculty
2492,Retained,Single,24,Full Time,19,36,No,Yes,M,2.6,14,Medium,SEM-1,QUT Business School
2493,Retained,Single,96,Full Time,20,0,Yes,No,M,6.38,18,High,SEM-1,Sci and Eng Faculty
2494,Retained,Single,96,Full Time,20,0,Yes,No,M,4.5,2,Medium,SEM-1,Faculty of Health
2495,Retained,Single,144,Full Time,20,0,Yes,No,M,4.5,13,High,SEM-2,QUT Business School
2496,Retained,Single,0,Full Time,36,0,No,No,F,0,23,Medium,SEM-1,Faculty of Health
